YearsExperience,Skills,JobRole,JobRole_label,Education_Bachelors,Education_Masters,Education_PhD,YearsExperience_scaled,Communication,Data Analysis,Deep Learning,Excel,Java,Leadership,Machine Learning,Project Management,Python,SQL
1,"Leadership, Deep Learning, Communication, Project Management, SQL",Project Manager,3,False,True,False,-1.646056673825364,0.4747463393571843,0.0,0.4298024613325241,0.0,0.0,0.4164630591803901,0.0,0.4666680120884865,0.0,0.4457187951286646
4,"Project Management, Java, Leadership, Python",Data Analyst,0,True,False,False,-0.6093519807233153,0.0,0.0,0.0,0.0,0.5155292142206885,0.46398777241549655,0.0,0.5199218672903138,0.49862433579525395,0.0
10,"Deep Learning, Data Analysis, Project Management, SQL, Leadership, Machine Learning",Data Analyst,0,True,False,False,1.4640574054807818,0.0,0.4091639816496849,0.39617040144198473,0.0,0.0,0.3838748080449092,0.41767612941026583,0.43015122136816486,0.0,0.4108412814782514
6,"Excel, Python, Project Management, Leadership, Deep Learning, SQL",Project Manager,3,False,False,True,0.08178448134471705,0.0,0.0,0.39701925390180426,0.41004067473687345,0.0,0.3846973154151863,0.0,0.4310728826558929,0.41341486734125,0.4117215684232348
10,"Data Analysis, Project Management, Deep Learning, Java, Communication",Data Scientist,1,False,False,True,1.4640574054807818,0.4657388711056952,0.4354769076510358,0.42164772330946404,0.0,0.45394589367729427,0.0,0.0,0.45781381574320407,0.0,0.0
2,"Java, SQL, Leadership",Data Scientist,1,False,False,True,-1.3004884427913477,0.0,0.0,0.0,0.0,0.6043553788449209,0.5439332985260046,0.0,0.0,0.0,0.5821435757747676
4,"Deep Learning, Excel, Java",Data Analyst,0,True,False,False,-0.6093519807233153,0.0,0.0,0.5567822616884457,0.5750435829510665,0.5994317231978128,0.0,0.0,0.0,0.0,0.0
4,"Communication, Excel, Java, SQL, Machine Learning, Leadership",ML Engineer,2,True,False,False,-0.6093519807233153,0.43087913228491553,0.0,0.0,0.4028822237949168,0.41996883856315353,0.3779813064200563,0.41126368739595753,0.0,0.0,0.40453377259982176
6,"Python, Data Analysis, Machine Learning, Leadership, Java, Project Management",Project Manager,3,False,True,False,0.08178448134471705,0.0,0.4038761149881563,0.0,0.0,0.4210048816184942,0.3789137682400925,0.4122782552593689,0.42459212427042475,0.40719957991307343,0.0
1,"Communication, Python, Java, Project Management, Machine Learning, Leadership",ML Engineer,2,True,False,False,-1.646056673825364,0.4269632562865679,0.0,0.0,0.0,0.41615211649016176,0.37454617156498593,0.40752607867509505,0.41969801034351967,0.4025059433118132,0.0
4,"Deep Learning, Project Management, Machine Learning, Java",Data Analyst,0,False,True,False,-0.6093519807233153,0.0,0.0,0.4740728594941731,0.0,0.5103867896691723,0.0,0.4998074472279309,0.5147356258485642,0.0,0.0
1,"Project Management, Data Analysis, Deep Learning, Machine Learning, Leadership, Python",ML Engineer,2,False,False,True,-1.646056673825364,0.0,0.4088796567830498,0.3958951057131168,0.0,0.0,0.3836080564282056,0.4173858895183955,0.4298523126319772,0.4122442954615973,0.0
2,"Python, Deep Learning, Machine Learning, Java, Excel",Data Scientist,1,False,False,True,-1.3004884427913477,0.0,0.0,0.4294752650584561,0.4435611767859569,0.4623730242844591,0.0,0.45278891541152294,0.0,0.44721120697688893,0.0
5,"Machine Learning, Data Analysis, Leadership, Python",Project Manager,3,False,True,False,-0.26378374968929913,0.0,0.5038712445768886,0.0,0.0,0.0,0.4727285048685114,0.5143536591551552,0.0,0.508017561593122,0.0
8,"Deep Learning, SQL, Python, Leadership, Communication, Java",Data Analyst,0,True,False,False,0.7729209434127494,0.43399043931110315,0.0,0.39290489161698644,0.0,0.42300136416092926,0.38071064698523055,0.0,0.0,0.4091305951769773,0.4074548441363931
7,"Python, Leadership, Deep Learning",Data Scientist,1,False,False,True,0.42735271237873323,0.0,0.0,0.5751316682169337,0.0,0.0,0.5572818108918082,0.0,0.0,0.5988827493451065,0.0
10,"Project Management, Machine Learning, SQL, Excel, Data Analysis, Communication",Data Analyst,0,False,False,True,1.4640574054807818,0.4261198164447412,0.3984321504315034,0.0,0.3984321504315034,0.0,0.0,0.40672103579077884,0.41886892255142744,0.0,0.4000654568992909
6,"SQL, Python, Excel, Leadership, Communication",Data Scientist,1,False,True,False,0.08178448134471705,0.4759759592671364,0.0,0.0,0.44504882825390885,0.0,0.41754172209334933,0.0,0.0,0.44871110021228083,0.44687323205486
3,"Deep Learning, Communication, Project Management, Machine Learning, Python, Leadership",Data Analyst,0,False,False,True,-0.9549202117573314,0.43212937188678996,0.0,0.391220010042631,0.0,0.0,0.3790780576030356,0.4124570107905455,0.4247762188466948,0.40737613343311396,0.0
8,"Data Analysis, Leadership, Python, Java",Software Engineer,4,False,False,True,0.7729209434127494,0.0,0.5010437372533082,0.0,0.0,0.5222934743100687,0.47007575712002,0.0,0.0,0.5051667869331825,0.0
9,"Project Management, Java, Deep Learning",Data Analyst,0,False,False,True,1.1184891744467655,0.0,0.0,0.5473419426531012,0.0,0.5892682767371924,0.0,0.0,0.5942892358472504,0.0,0.0
10,"Excel, Deep Learning, Python",Data Scientist,1,False,True,False,1.4640574054807818,0.0,0.0,0.5633493859449261,0.5818260954734293,0.0,0.0,0.0,0.0,0.5866138968534741,0.0
8,"Deep Learning, Communication, Excel, Java, Data Analysis",Software Engineer,4,False,True,False,0.7729209434127494,0.47045610921128067,0.43988763733309366,0.4259183840400291,0.43988763733309366,0.4585436865616306,0.0,0.0,0.0,0.0,0.0
7,"Deep Learning, Project Management, Python, Data Analysis",Data Analyst,0,True,False,False,0.42735271237873323,0.0,0.49633823866327753,0.48057631678487145,0.0,0.0,0.0,0.0,0.5217969057587426,0.5004225671637162,0.0
9,"SQL, Project Management, Machine Learning",Data Analyst,0,False,True,False,1.1184891744467655,0.0,0.0,0.0,0.0,0.0,0.0,0.5746587782453818,0.5918226059056965,0.0,0.5652550678450531
4,"Java, Leadership, SQL, Machine Learning, Excel",Software Engineer,4,False,False,True,-0.6093519807233153,0.0,0.0,0.0,0.4464515916355845,0.46538602435164916,0.41885778496306253,0.4557394617472853,0.0,0.0,0.44828174583218416
8,"Excel, Machine Learning, Python, Communication",Software Engineer,4,False,True,False,0.7729209434127494,0.5217107637257922,0.0,0.0,0.48781195680789285,0.0,0.0,0.49796027787707725,0.0,0.49182612320258984,0.0
6,"Python, Deep Learning, Machine Learning",Project Manager,3,False,True,False,0.08178448134471705,0.0,0.0,0.5593830036451363,0.0,0.0,0.0,0.5897485702363949,0.0,0.5824837157698689,0.0
7,"Deep Learning, SQL, Java, Excel, Python, Data Analysis",Data Scientist,1,False,True,False,0.42735271237873323,0.0,0.4065962157762472,0.3936841786009923,0.4065962157762472,0.423840344444302,0.0,0.0,0.0,0.4099420641975534,0.40826298947482065
5,"SQL, Data Analysis, Excel, Java, Leadership",Data Analyst,0,False,True,False,-0.26378374968929913,0.0,0.4483339353323365,0.0,0.4483339353323365,0.4673482000184118,0.42062378675616235,0.0,0.0,0.0,0.4501718058844842
5,"Machine Learning, Deep Learning, SQL, Communication, Leadership",Data Scientist,1,False,True,False,-0.26378374968929913,0.47772921180725725,0.0,0.4325029474966054,0.0,0.0,0.41907973272311677,0.45598095266934624,0.0,0.0,0.44851928499925353
8,"Leadership, Data Analysis, Machine Learning, Excel, Python",Data Scientist,1,False,True,False,0.7729209434127494,0.0,0.44997719858657464,0.0,0.44997719858657464,0.0,0.4221654849372794,0.45933841456609,0.0,0.4536800257185005,0.0
3,"Communication, Data Analysis, Leadership, Excel",Project Manager,3,False,True,False,-0.9549202117573314,0.5331475008205944,0.4985055776599348,0.0,0.4985055776599348,0.0,0.46769447340397735,0.0,0.0,0.0,0.0
4,"Communication, Machine Learning, Leadership, Java, SQL",Project Manager,3,False,False,True,-0.6093519807233153,0.4707765860645167,0.0,0.0,0.0,0.45885604861807594,0.41298066139572404,0.4493448399272866,0.0,0.0,0.44199176553858566
7,"Project Management, Communication, SQL, Data Analysis, Deep Learning",Data Analyst,0,False,False,True,0.42735271237873323,0.46924044623431166,0.43875096357275345,0.4248178069605732,0.0,0.0,0.0,0.0,0.4612558077481609,0.0,0.44054955032278176
9,"Project Management, Communication, Deep Learning",Project Manager,3,False,True,False,1.1184891744467655,0.5991267472415457,0.0,0.5424078697757494,0.0,0.0,0.0,0.0,0.5889319515403276,0.0,0.0
10,"SQL, Java, Communication, Deep Learning",Data Analyst,0,False,True,False,1.4640574054807818,0.5233468694135588,0.0,0.4738020158495293,0.0,0.5100951994304069,0.0,0.0,0.0,0.0,0.4913477297902202
7,"Python, Java, Communication",Data Analyst,0,False,False,True,0.42735271237873323,0.5935249778127278,0.0,0.0,0.0,0.5784963274234646,0.0,0.0,0.0,0.559526674851132,0.0
7,"Excel, Python, SQL, Machine Learning",Software Engineer,4,False,True,False,0.42735271237873323,0.0,0.0,0.0,0.4958777122610057,0.0,0.0,0.5061938313410043,0.0,0.4999582511257413,0.4979104806352206
3,"Excel, Data Analysis, Communication, SQL, Machine Learning, Python",Software Engineer,4,True,False,False,-0.9549202117573314,0.42915166657956666,0.4012670023261728,0.0,0.4012670023261728,0.0,0.0,0.4096148632534088,0.0,0.40456899706729976,0.40291192979876567
2,"Deep Learning, SQL, Data Analysis, Excel",ML Engineer,2,False,False,True,-1.3004884427913477,0.0,0.503427988979185,0.4874409220647693,0.503427988979185,0.0,0.0,0.0,0.0,0.0,0.5054917084595895
1,"Communication, Data Analysis, Python, Machine Learning",Project Manager,3,False,False,True,-1.646056673825364,0.5217107637257922,0.48781195680789285,0.0,0.0,0.0,0.0,0.49796027787707725,0.0,0.49182612320258984,0.0
5,"Python, Project Management, Machine Learning, Leadership, Communication",Project Manager,3,False,True,False,-0.26378374968929913,0.4695541616335503,0.0,0.0,0.0,0.0,0.41190831059292177,0.44817806543909966,0.46156418493738255,0.44265715604681555,0.0
2,"Project Management, Excel, Deep Learning, Machine Learning, Communication, SQL",Project Manager,3,False,False,True,-1.3004884427913477,0.42824975712627916,0.0,0.38770767548656615,0.40042369556338003,0.0,0.0,0.40875401254223764,0.4209626199669053,0.0,0.40206516603987336
2,"Machine Learning, Communication, SQL, Leadership, Java, Excel",Data Analyst,0,False,True,False,-1.3004884427913477,0.43087913228491553,0.0,0.0,0.4028822237949168,0.41996883856315353,0.3779813064200563,0.41126368739595753,0.0,0.0,0.40453377259982176
1,"Data Analysis, Excel, Leadership, Project Management, Python, SQL",Software Engineer,4,False,True,False,-1.646056673825364,0.0,0.40790293682565487,0.0,0.40790293682565487,0.0,0.3826917045424728,0.0,0.42882549379784085,0.4112595381521545,0.40957506721027703
9,"Communication, Leadership, Excel",Data Scientist,1,True,False,False,1.1184891744467655,0.6150141986117429,0.0,0.0,0.5750528847572645,0.0,0.5395106256954575,0.0,0.0,0.0,0.0
8,"Project Management, Machine Learning, Python, Leadership",Software Engineer,4,True,False,False,0.7729209434127494,0.0,0.0,0.0,0.0,0.0,0.46653822484595747,0.507618306520388,0.5227797787890954,0.501365178818973,0.0
8,"Python, Leadership, Deep Learning, Excel, Java",ML Engineer,2,False,False,True,0.7729209434127494,0.0,0.0,0.43648030738714,0.45079597019908524,0.4699146521039642,0.4229336507819803,0.0,0.0,0.45450553493849694,0.0
10,"Communication, Data Analysis, Java, Python, Deep Learning",Project Manager,3,False,False,True,1.4640574054807818,0.46970571627295293,0.43918600211091363,0.4252390302354342,0.0,0.45781229432849013,0.0,0.0,0.0,0.4428000293320406,0.0
9,"SQL, Project Management, Communication, Deep Learning, Leadership",Project Manager,3,False,False,True,1.1184891744467655,0.4747463393571843,0.0,0.4298024613325241,0.0,0.0,0.4164630591803901,0.0,0.4666680120884865,0.0,0.4457187951286646
8,"Excel, Machine Learning, SQL, Deep Learning",Project Manager,3,True,False,False,0.7729209434127494,0.0,0.0,0.4848647255752843,0.5007672985053057,0.0,0.0,0.5111851393459337,0.0,0.0,0.5028201109267415
10,"SQL, Deep Learning, Java, Machine Learning, Excel",Software Engineer,4,False,True,False,1.4640574054807818,0.0,0.0,0.4298267880035462,0.44392422896585415,0.4627514738494289,0.0,0.4531595204404946,0.0,0.0,0.4457440226586881
9,"Communication, Excel, Python, Leadership",Software Engineer,4,True,False,False,1.1184891744467655,0.5320561146751184,0.0,0.0,0.497485105689114,0.0,0.46673707368288114,0.0,0.0,0.5015788716685035,0.0
8,"Data Analysis, Deep Learning, Project Management, Excel",Software Engineer,4,False,False,True,0.7729209434127494,0.0,0.4973516549495498,0.4815575506054575,0.4973516549495498,0.0,0.0,0.0,0.5228623031858007,0.0,0.0
1,"Machine Learning, Data Analysis, SQL, Deep Learning, Leadership, Project Management",Data Scientist,1,True,False,False,-1.646056673825364,0.0,0.4091639816496849,0.39617040144198473,0.0,0.0,0.3838748080449092,0.41767612941026583,0.43015122136816486,0.0,0.4108412814782514
10,"Java, Python, Excel, Leadership",Data Analyst,0,False,False,True,1.4640574054807818,0.0,0.0,0.0,0.5010437372533082,0.5222934743100687,0.47007575712002,0.0,0.0,0.5051667869331825,0.0
8,"Machine Learning, SQL, Java, Project Management, Excel, Communication",ML Engineer,2,False,True,False,0.7729209434127494,0.4232199327510762,0.0,0.0,0.39572069029405155,0.4125035776778272,0.0,0.40395316709741297,0.41601838354475956,0.0,0.3973428815810615
5,"Communication, Python, SQL",Data Analyst,0,False,False,True,-0.26378374968929913,0.6008234218101252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.566407049315742,0.5640871123238032
5,"Python, Project Management, Leadership, SQL",Data Scientist,1,False,True,False,-0.26378374968929913,0.0,0.0,0.0,0.0,0.0,0.46850166593919845,0.0,0.5249799142672309,0.5034751902658128,0.5014130148041334
6,"Project Management, Machine Learning, Deep Learning, Communication, Excel",Project Manager,3,False,True,False,0.08178448134471705,0.46772016921654824,0.0,0.4234414534219093,0.4373294684484646,0.0,0.0,0.4464275641324508,0.45976139990361786,0.0,0.0
7,"Communication, SQL, Excel",Project Manager,3,False,True,False,0.42735271237873323,0.6023963716412037,0.0,0.0,0.5632549168157841,0.0,0.0,0.0,0.0,0.0,0.5655638868566105
8,"Communication, Python, Data Analysis, Leadership",ML Engineer,2,False,False,True,0.7729209434127494,0.5320561146751184,0.497485105689114,0.0,0.0,0.0,0.46673707368288114,0.0,0.0,0.5015788716685035,0.0
8,"Communication, Project Management, SQL, Excel, Deep Learning",Data Scientist,1,False,True,False,0.7729209434127494,0.46924044623431166,0.0,0.4248178069605732,0.43875096357275345,0.0,0.0,0.0,0.4612558077481609,0.0,0.44054955032278176
1,"Machine Learning, SQL, Leadership",ML Engineer,2,False,True,False,-1.646056673825364,0.0,0.0,0.0,0.0,0.0,0.5480550313427646,0.5963129108703791,0.0,0.0,0.5865548524640953
7,"Data Analysis, Project Management, Machine Learning",ML Engineer,2,True,False,False,0.42735271237873323,0.0,0.5636816271940874,0.0,0.0,0.0,0.0,0.5754083223964739,0.592594537336197,0.0,0.0
5,"Data Analysis, Project Management, Communication, Excel, Leadership",Software Engineer,4,False,True,False,-0.26378374968929913,0.47222724947408734,0.44154369555050677,0.0,0.44154369555050677,0.0,0.41425323091613125,0.0,0.464191787269968,0.0,0.0
2,"Leadership, Deep Learning, Excel",Data Analyst,0,True,False,False,-1.3004884427913477,0.0,0.0,0.5768157493702932,0.5957341281215265,0.0,0.5589136246949717,0.0,0.0,0.0,0.0
8,"Excel, Python, Communication",Data Scientist,1,False,True,False,0.7729209434127494,0.6016038517914922,0.0,0.0,0.5625138919307769,0.0,0.0,0.0,0.0,0.5671427747001019,0.0
10,"Machine Learning, Communication, Leadership, Python, Java, Data Analysis",ML Engineer,2,False,True,False,1.4640574054807818,0.43058883156123856,0.40261078572247166,0.0,0.0,0.41968588854626565,0.3777266451042292,0.410986602392003,0.0,0.4059238383519425,0.0
6,"Python, Data Analysis, Leadership",ML Engineer,2,False,False,True,0.08178448134471705,0.0,0.5875513902901273,0.0,0.0,0.0,0.5512366368485696,0.0,0.0,0.5923863046729023,0.0
4,"Deep Learning, Machine Learning, Data Analysis",Project Manager,3,True,False,False,-0.6093519807233153,0.0,0.5793295548077475,0.5609321264546072,0.0,0.0,0.0,0.5913817856827935,0.0,0.0,0.0
3,"Python, Java, Machine Learning, Deep Learning",Data Scientist,1,False,True,False,-0.9549202117573314,0.0,0.0,0.4791945254844832,0.0,0.5159007747248476,0.0,0.5052071379145109,0.0,0.4989837123436309,0.0
5,"Machine Learning, Leadership, Communication, Data Analysis, Python, Project Management",ML Engineer,2,False,False,True,-0.26378374968929913,0.42994131492188237,0.40200534228355495,0.0,0.0,0.0,0.3771586222715274,0.41036856345533024,0.4226253940598574,0.4053134127663759,0.0
6,"Leadership, Java, Data Analysis, SQL, Excel, Communication",Data Analyst,0,False,True,False,0.08178448134471705,0.4323568013774506,0.4042638794970079,0.0,0.4042638794970079,0.42140909158557716,0.3792775662112675,0.0,0.0,0.0,0.40592109217013245
3,"Excel, Communication, Leadership, Python",Project Manager,3,False,True,False,-0.9549202117573314,0.5320561146751184,0.0,0.0,0.497485105689114,0.0,0.46673707368288114,0.0,0.0,0.5015788716685035,0.0
8,"Leadership, SQL, Communication",Data Scientist,1,False,True,False,0.7729209434127494,0.6141804800500844,0.0,0.0,0.0,0.0,0.5387792604296316,0.0,0.0,0.0,0.5766274763279557
10,"Deep Learning, Machine Learning, Python, Java",Project Manager,3,False,False,True,1.4640574054807818,0.0,0.0,0.4791945254844832,0.0,0.5159007747248476,0.0,0.5052071379145109,0.0,0.4989837123436309,0.0
5,"Deep Learning, Communication, Python, Excel",Data Scientist,1,True,False,False,-0.26378374968929913,0.5283238404289243,0.0,0.47830782077112405,0.49399534061243155,0.0,0.0,0.0,0.0,0.49806038958826926,0.0
7,"Leadership, Project Management, Python, Data Analysis, Excel, SQL",Project Manager,3,False,True,False,0.42735271237873323,0.0,0.40790293682565487,0.0,0.40790293682565487,0.0,0.3826917045424728,0.0,0.42882549379784085,0.4112595381521545,0.40957506721027703
5,"SQL, Project Management, Communication, Deep Learning, Leadership",Software Engineer,4,False,True,False,-0.26378374968929913,0.4747463393571843,0.0,0.4298024613325241,0.0,0.0,0.4164630591803901,0.0,0.4666680120884865,0.0,0.4457187951286646
9,"Communication, Machine Learning, Python, Data Analysis, Project Management",Data Analyst,0,False,False,True,1.1184891744467655,0.46422494051293123,0.4340613465848745,0.0,0.0,0.0,0.0,0.44309145305805503,0.45632564633231043,0.4376332034169613,0.0
8,"Machine Learning, Leadership, Project Management",Project Manager,3,False,True,False,0.7729209434127494,0.0,0.0,0.0,0.0,0.0,0.5392035730128653,0.5866820552440414,0.6042049924527167,0.0,0.0
4,"Project Management, Leadership, Deep Learning, Python",Data Analyst,0,True,False,False,-0.6093519807233153,0.0,0.0,0.4878284722687876,0.0,0.0,0.4726881676910063,0.0,0.5296711021338477,0.5079742132560815,0.0
6,"Leadership, Python, Java, Data Analysis",Software Engineer,4,False,True,False,0.08178448134471705,0.0,0.5010437372533082,0.0,0.0,0.5222934743100687,0.47007575712002,0.0,0.0,0.5051667869331825,0.0
5,"Machine Learning, Java, Python, Excel",Data Scientist,1,False,True,False,-0.26378374968929913,0.0,0.0,0.0,0.49116562633718325,0.5119964234013277,0.0,0.5013837163299625,0.0,0.4952073898158293,0.0
7,"Project Management, SQL, Data Analysis",Data Scientist,1,False,True,False,0.42735271237873323,0.0,0.566735320111911,0.0,0.0,0.0,0.0,0.0,0.5958048632622209,0.0,0.5690585574883625
10,"Java, Python, Excel, Data Analysis",Software Engineer,4,False,False,True,1.4640574054807818,0.0,0.49367542395259023,0.0,0.49367542395259023,0.5146126638987184,0.0,0.0,0.0,0.49773784035928503,0.0
1,"Machine Learning, SQL, Deep Learning, Project Management, Data Analysis",Data Scientist,1,False,True,False,-1.646056673825364,0.0,0.4431130200518849,0.4290413401745248,0.0,0.0,0.0,0.4523314353339715,0.4658416071008072,0.0,0.44492948832842283
3,"Java, SQL, Project Management, Machine Learning",ML Engineer,2,True,False,False,-0.9549202117573314,0.0,0.0,0.0,0.0,0.5061145868710895,0.0,0.4956237990266641,0.5104270210305427,0.0,0.48751341622212724
3,"Deep Learning, Communication, Machine Learning, Data Analysis, Java",Project Manager,3,False,False,True,-0.9549202117573314,0.4685541610871574,0.4381092706581379,0.4241964919108937,0.0,0.45668989768014157,0.0,0.44722358915725563,0.0,0.0,0.0
5,"Java, SQL, Excel, Data Analysis",Data Scientist,1,True,False,False,-0.26378374968929913,0.0,0.4941761040623389,0.0,0.4941761040623389,0.5151345783237387,0.0,0.0,0.0,0.0,0.4962018969761811
2,"Deep Learning, Java, SQL, Machine Learning, Python",Data Scientist,1,False,True,False,-1.3004884427913477,0.0,0.0,0.4291285907399237,0.0,0.461999794750321,0.0,0.4524234222121231,0.0,0.446850216128213,0.4450199699342362
3,"Python, Project Management, Communication",Project Manager,3,True,False,False,-0.9549202117573314,0.5918325914460238,0.0,0.0,0.0,0.0,0.0,0.0,0.5817619137690646,0.5579312317750632,0.0
8,"Python, Data Analysis, Project Management, Leadership, Machine Learning, Excel",Software Engineer,4,False,False,True,0.7729209434127494,0.0,0.4067599327502796,0.0,0.4067599327502796,0.0,0.38161934605123865,0.4152220672634263,0.4276238616378713,0.41010712838574537,0.0
6,"Python, Deep Learning, Data Analysis",Data Scientist,1,False,False,True,0.08178448134471705,0.0,0.5818260954734293,0.5633493859449261,0.0,0.0,0.0,0.0,0.0,0.5866138968534741,0.0
5,"Leadership, Machine Learning, Deep Learning, Project Management, Communication",Data Analyst,0,True,False,False,-0.26378374968929913,0.47317209725181947,0.0,0.4283772515404165,0.0,0.0,0.4150820823750112,0.4516312972891552,0.465120557431224,0.0,0.0
6,"Python, Data Analysis, Communication, Deep Learning, Machine Learning",Project Manager,3,False,True,False,0.08178448134471705,0.47173829503305525,0.4410865115335116,0.42707918629672587,0.0,0.0,0.0,0.4502627678262441,0.0,0.44471617789785867,0.0
8,"Python, SQL, Java, Project Management",Software Engineer,4,False,True,False,0.7729209434127494,0.0,0.0,0.0,0.0,0.5076435411166375,0.0,0.0,0.5119690029869843,0.4909972442447784,0.48898617698980756
